股票代码,股票简称,个股热度[20251224],个股热度排名[20251224],market_code,code,最新价,最新涨跌幅
603811.SH,诚意药业,1474.0,4414,17,603811,10.74,0.0
603151.SH,邦基科技,1472.5,4415,17,603151,18.5,0.27100271002710413
002016.SZ,世荣兆业,1471.0,4416,33,002016,5.83,-0.8503401360544187
000529.SZ,广弘控股,1469.0,4417,33,000529,6.1,0.0
300206.SZ,理邦仪器,1467.0,4418,33,300206,12.93,0.5443234836702977
600818.SH,中路股份,1465.5,4419,17,600818,9.82,0.4089979550102344
600616.SH,金枫酒业,1464.0,4420,17,600616,5.35,-0.18656716417911706
600642.SH,申能股份,1461.0,4421,17,600642,8.06,0.1242236024844694
000972.SZ,*ST中基,1459.5,4423,33,000972,3.82,1.0582010582010593
688685.SH,迈信林,1459.5,4422,17,688685,51.7,-0.11591962905717769
301225.SZ,恒勃股份,1459.0,4425,33,301225,99.15,-0.32170503669447387
688230.SH,芯导科技,1459.0,4424,17,688230,66.51,3.4370139968895925
600538.SH,国发股份,1457.5,4426,17,600538,6.19,1.309328968903438
002267.SZ,陕天然气,1457.0,4427,33,002267,7.55,0.5326231691078567
605577.SH,龙版传媒,1456.5,4428,17,605577,12.73,0.8716323296355089
300110.SZ,华仁药业,1456.0,4430,33,300110,3.21,0.31249999999999334
688286.SH,敏芯股份,1456.0,4429,17,688286,76.8,1.735329182673205
600241.SH,时代万恒,1453.5,4432,17,600241,8.45,1.0765550239234434
603350.SH,安乃达,1453.5,4431,17,603350,37.84,1.339046598821639
300961.SZ,深水海纳,1451.5,4433,33,300961,14.14,1.8731988472622463
300916.SZ,朗特智能,1451.5,4434,33,300916,34.04,0.2650957290132439
301075.SZ,多瑞医药,1451.0,4435,33,301075,52.65,2.094240837696332
300575.SZ,中旗股份,1450.5,4437,33,300575,5.92,0.6802721088435381
920834.BJ,三维装备,1450.5,4436,151,920834,16.68,0.7854984894259758
300149.SZ,睿智医药,1449.5,4438,33,300149,9.77,0.514403292181059
003030.SZ,祖名股份,1448.5,4441,33,003030,20.43,-0.5355404089581277
688577.SH,浙海德曼,1448.5,4440,17,688577,92.36,-1.786473840918765
920422.BJ,润普食品,1448.5,4439,151,920422,13.61,-2.015838732901376
603377.SH,ST东时,1447.0,4442,22,603377,3.77,-0.26455026455025893
301199.SZ,迈赫股份,1443.5,4443,33,301199,21.86,1.6271501627150062
301270.SZ,汉仪股份,1441.5,4444,33,301270,37.36,1.9372442019099614
600449.SH,宁夏建材,1441.0,4445,17,600449,12.49,0.8071025020177534
300359.SZ,全通教育,1437.5,4447,33,300359,5.3,0.7604562737642593
300873.SZ,海晨股份,1437.5,4446,33,300873,22.15,0.09037505648440838
600774.SH,汉商集团,1436.0,4448,17,600774,9.41,-0.7383966244725768
301108.SZ,洁雅股份,1433.0,4450,33,301108,33.31,1.9902020820575803
688202.SH,美迪西,1433.0,4449,17,688202,57.27,0.315291644771413
301112.SZ,信邦智能,1432.0,4451,33,301112,38.42,0.9724047306176204
300788.SZ,中信出版,1431.5,4452,33,300788,27.41,0.14614541468761105
300069.SZ,金利华电,1430.0,4456,33,300069,17.5,0.9809578765147243
301596.SZ,瑞迪智驱,1430.0,4455,33,301596,72.66,0.06886103842445553
603282.SH,亚光股份,1430.0,4454,17,603282,19.89,0.25201612903226167
688159.SH,有方科技,1430.0,4453,17,688159,50.07,1.9755600814663927
600539.SH,狮头股份,1429.5,4458,17,600539,10.16,1.2961116650049929
603013.SH,亚普股份,1429.5,4457,17,603013,21.88,0.5977011494252827
002826.SZ,易明医药,1425.0,4460,33,002826,18.03,-0.16611295681061786
600639.SH,浦东金桥,1425.0,4459,17,600639,10.22,0.09794319294808801
920239.BJ,长虹能源,1424.5,4461,151,920239,32.95,-0.12124886329190404
300922.SZ,天秦装备,1424.0,4462,33,300922,22.7,1.4298480786416456
603213.SH,镇洋发展,1422.5,4463,17,603213,13.13,0.3055767761650185
688016.SH,心脉医疗,1421.5,4464,17,688016,92.55,1.1807149885208246
603566.SH,普莱柯,1419.5,4465,17,603566,12.74,0.15723270440251236
002798.SZ,帝欧水华,1418.5,4466,33,002798,5.82,1.217391304347831
301083.SZ,百胜智能,1417.0,4467,33,301083,18.79,0.5350454788656921
603867.SH,新化股份,1416.5,4468,17,603867,25.03,1.624035728786042
300488.SZ,恒锋工具,1411.0,4469,33,300488,30.57,1.3258203513423883
688328.SH,深科达,1410.0,4470,17,688328,27.16,2.105263157894732
301210.SZ,金杨精密,1409.0,4471,33,301210,35.97,1.4954853273137731
000789.SZ,万年青,1408.0,4472,33,000789,5.36,0.0
920368.BJ,连城数控,1407.0,4473,151,920368,25.55,-0.660964230171066
600777.SH,*ST新潮,1406.5,4474,22,600777,3.9,0.0
002988.SZ,豪美新材,1406.0,4475,33,002988,36.75,1.4632799558255138
002833.SZ,弘亚数控,1405.0,4477,33,002833,15.83,0.7638446849140624
603813.SH,*ST原尚,1405.0,4476,22,603813,40.2,2.0822752666328093
600508.SH,上海能源,1404.0,4478,17,600508,12.04,0.3333333333333262
301105.SZ,鸿铭股份,1402.5,4479,33,301105,47.9,-0.3329171868497788
688360.SH,德马科技,1401.5,4480,17,688360,21.49,1.2246820536975884
301459.SZ,丰茂股份,1400.0,4481,33,301459,44.12,1.1926605504587064
603033.SH,三维股份,1399.0,4482,17,603033,10.52,-1.3133208255159527
603700.SH,宁水集团,1398.5,4484,17,603700,13.15,0.3051106025934472
688276.SH,百克生物,1398.5,4483,17,688276,19.19,1.4270613107822385
002109.SZ,兴化股份,1397.5,4486,33,002109,3.62,0.2770083102493139
600561.SH,江西长运,1397.5,4485,17,600561,6.65,1.5267175572519165
600746.SH,江苏索普,1396.0,4488,17,600746,6.83,0.44117647058823894
600854.SH,春兰股份,1396.0,4487,17,600854,5.0,0.40160642570280264
603987.SH,康德莱,1395.0,4489,17,603987,8.74,0.11454753722794715
688199.SH,久日新材,1394.5,4490,17,688199,24.58,-0.8870967741935581
301381.SZ,赛维时代,1394.0,4491,33,301381,20.72,0.7782101167315183
300230.SZ,永利股份,1393.0,4492,33,300230,4.83,1.2578616352201364
688190.SH,云路股份,1391.5,4493,17,688190,101.65,3.6504537575201517
603768.SH,常青股份,1391.0,4495,17,603768,11.69,1.6521739130434738
920077.BJ,吉林碳谷,1391.0,4494,151,920077,14.26,1.350390902629705
300951.SZ,博硕科技,1390.5,4496,33,300951,34.54,1.7378497790868814
688560.SH,明冠新材,1389.5,4497,17,688560,13.82,2.218934911242609
688258.SH,卓易信息,1388.5,4498,17,688258,67.55,-0.6179196704428449
002496.SZ,*ST辉丰,1387.5,4499,33,002496,1.72,1.7751479289940846
002377.SZ,国创高新,1387.0,4500,33,002377,2.88,-0.3460207612456827
300958.SZ,建工修复,1386.0,4501,33,300958,12.5,0.8878127522195273
688325.SH,赛微微电,1385.0,4502,17,688325,92.8,0.10787486515641243
920693.BJ,阿为特,1384.5,4503,151,920693,40.38,-1.2713936430317752
603089.SH,正裕工业,1384.0,4504,17,603089,12.84,0.5481597494126882
603557.SH,ST起步,1383.0,4505,22,603557,2.67,-1.1111111111111203
000782.SZ,恒申新材,1382.5,4506,33,000782,5.1,1.3916500994035665
000637.SZ,茂化实华,1381.5,4507,33,000637,4.36,0.46082949308756826
003028.SZ,振邦智能,1381.0,4508,33,003028,29.3,1.700798333911843
688226.SH,威腾电气,1379.5,4509,17,688226,39.28,1.656314699792962
601368.SH,绿城水务,1379.0,4510,17,601368,4.95,1.0204081632653024
603648.SH,畅联股份,1377.0,4511,17,603648,10.39,-0.0961538461538441
603869.SH,ST智知,1376.0,4512,22,603869,11.09,1.9301470588235208
300921.SZ,南凌科技,1369.5,4514,33,300921,22.91,0.5265467310223826
920599.BJ,同力股份,1369.5,4513,151,920599,20.87,-0.23900573613767068
300720.SZ,海川智能,1367.5,4515,33,300720,30.06,1.2121212121212102
300841.SZ,康华生物,1367.0,4517,33,300841,74.35,0.04036598493003383
688515.SH,裕太微,1367.0,4516,17,688515,105.86,0.5318138651472006
688689.SH,银河微电,1366.0,4518,17,688689,28.05,0.4656160458452686
920593.BJ,鼎智科技,1365.5,4519,151,920593,33.84,-0.8206330597889626
301220.SZ,亚香股份,1364.5,4520,33,301220,37.59,2.7891714520098527
600769.SH,祥龙电业,1364.0,4521,17,600769,12.07,1.1735121542330307
301601.SZ,惠通科技,1363.5,4522,33,301601,28.43,1.463240542469665
002650.SZ,ST加加,1362.0,4523,33,002650,6.68,-1.329394387001475
600790.SH,轻纺城,1361.5,4524,17,600790,3.86,-0.5154639175257737
301296.SZ,新巨丰,1361.0,4525,33,301296,8.59,1.897983392645316
002876.SZ,三利谱,1358.0,4526,33,002876,23.39,1.7398869073510315
603776.SH,永安行,1355.5,4527,17,603776,17.88,0.3930376193149932
603062.SH,麦加芯彩,1355.0,4528,17,603062,46.55,0.10752688172042399
301151.SZ,冠龙节能,1354.5,4529,33,301151,18.92,1.2847965738758136
603205.SH,健尔康,1354.0,4530,17,603205,27.33,0.4779411764705846
300055.SZ,万邦达,1353.5,4532,33,300055,7.39,-0.5383580080753706
605155.SH,西大门,1353.5,4531,17,605155,16.26,1.1194029850746474
601900.SH,南方传媒,1352.5,4534,17,601900,13.59,0.0
605008.SH,长鸿高科,1352.5,4533,17,605008,14.93,-0.13377926421404399
301087.SZ,可孚医疗,1351.5,4535,33,301087,45.35,-0.5482456140350876
300220.SZ,金运激光,1349.5,4537,33,300220,14.6,0.8287292817679504
688550.SH,瑞联新材,1349.5,4536,17,688550,44.88,0.990099009901001
301456.SZ,盘古智能,1349.0,4538,33,301456,28.97,1.577840112201961
600742.SH,富维股份,1347.5,4540,17,600742,10.01,0.0
688512.SH,慧智微,1347.5,4539,17,688512,10.93,2.5328330206378946
920273.BJ,一致魔芋,1343.5,4541,151,920273,33.93,-1.4235909355026204
002883.SZ,中设股份,1342.5,4544,33,002883,10.96,0.8279668813247621
600148.SH,长春一东,1342.5,4543,17,600148,19.53,1.296680497925311
605138.SH,盛泰集团,1342.5,4542,17,605138,7.03,0.0
605081.SH,*ST太和,1342.0,4545,22,605081,9.88,-0.603621730382281
301525.SZ,儒竞科技,1339.0,4546,33,301525,83.64,2.1245421245421183
002159.SZ,三特索道,1338.5,4547,33,002159,15.62,-0.31908104658583736
002391.SZ,长青股份,1338.0,4548,33,002391,5.94,0.8488964346349867
002529.SZ,*ST海源,1337.5,4550,33,002529,7.02,0.28571428571427965
300138.SZ,晨光生物,1337.5,4549,33,300138,12.83,-0.9266409266409207
002199.SZ,*ST东晶,1337.0,4551,33,002199,8.1,0.12360939431396523
300615.SZ,欣天科技,1334.0,4552,33,300615,13.45,1.5094339622641455
002200.SZ,*ST交投,1332.5,4553,33,002200,7.59,3.2653061224489828
001228.SZ,永泰运,1331.0,4555,33,001228,26.37,-0.5656108597285014
300441.SZ,鲍斯股份,1331.0,4554,33,300441,7.65,1.1904761904762005
001205.SZ,盛航股份,1329.0,4556,33,001205,17.22,-0.058038305281494854
300778.SZ,新城市,1326.5,4557,33,300778,12.54,0.8849557522123849
301149.SZ,隆华新材,1326.0,4558,33,301149,10.61,1.6283524904214552
000900.SZ,现代投资,1324.5,4559,33,000900,4.15,0.48426150121066497
301007.SZ,德迈仕,1324.0,4560,33,301007,36.61,-0.4892633867898878
605166.SH,聚合顺,1323.5,4561,17,605166,10.36,1.3698630136986183
300190.SZ,维尔利,1322.5,4562,33,300190,4.28,0.9433962264150951
002483.SZ,润邦股份,1319.0,4565,33,002483,6.99,0.865800865800873
603208.SH,江山欧派,1319.0,4564,17,603208,14.83,0.9530292716133463
603797.SH,联泰环保,1319.0,4563,17,603797,4.77,-0.6250000000000052
001256.SZ,炜冈科技,1318.5,4568,33,001256,21.01,2.387914230019503
603048.SH,浙江黎明,1318.5,4567,17,603048,21.35,1.0411736867013839
603665.SH,康隆达,1318.5,4566,17,603665,30.26,0.16550810989738732
601101.SH,昊华能源,1315.5,4569,17,601101,7.26,0.0
002749.SZ,国光股份,1314.0,4570,33,002749,13.91,-0.28673835125447417
300833.SZ,浩洋股份,1311.5,4571,33,300833,42.2,-2.088167053364266
600463.SH,空港股份,1310.5,4572,17,600463,11.43,-0.3487358326068084
300419.SZ,ST浩丰,1309.0,4573,33,300419,6.03,1.1744966442953069
300191.SZ,潜能恒信,1308.5,4574,33,300191,18.42,0.6557377049180382
601163.SH,三角轮胎,1308.0,4575,17,601163,14.48,0.555555555555556
603229.SH,奥翔药业,1304.5,4576,17,603229,9.57,0.5252100840336209
300675.SZ,建科院,1304.0,4577,33,300675,15.51,1.042345276872965
301665.SZ,泰禾股份,1302.5,4579,33,301665,28.53,0.5285412262156524
688091.SH,上海谊众,1302.5,4578,17,688091,46.79,4.348795718108821
300789.SZ,唐源电气,1302.0,4580,33,300789,21.71,0.7424593967517408
000719.SZ,中原传媒,1300.5,4583,33,000719,11.93,1.1016949152542288
301581.SZ,黄山谷捷,1300.5,4582,33,301581,47.18,1.527867441360019
603789.SH,*ST星农,1300.5,4581,22,603789,5.44,0.7407407407407414
603788.SH,宁波高发,1300.0,4584,17,603788,16.23,1.0585305105853158
002694.SZ,顾地科技,1299.5,4586,33,002694,3.8,0.2638522427440577
300238.SZ,冠昊生物,1299.5,4585,33,300238,14.15,0.07072135785006921
300795.SZ,米奥会展,1297.0,4588,33,300795,13.5,0.22271714922048522
920906.BJ,舜宇精工,1297.0,4587,151,920906,28.97,-0.3097040605643491
002275.SZ,桂林三金,1295.5,4590,33,002275,14.62,0.1369863013698601
300662.SZ,科锐国际,1295.5,4589,33,300662,25.17,1.1249497790277265
300326.SZ,ST凯利,1294.5,4592,33,300326,5.66,1.4336917562724028
603161.SH,科华控股,1294.5,4591,17,603161,13.8,1.4705882352941255
000404.SZ,长虹华意,1293.5,4593,33,000404,6.81,0.5908419497784348
301636.SZ,泽润新能,1292.0,4594,33,301636,49.23,1.0882956878849979
000702.SZ,正虹科技,1291.0,4595,33,000702,6.74,0.4470938897168443
688090.SH,瑞松科技,1288.0,4596,17,688090,39.64,-0.8752188047011789
688583.SH,思看科技,1286.5,4597,17,688583,97.02,0.6849315068493115
688316.SH,青云科技,1284.5,4598,17,688316,57.56,0.6645680307799975
301234.SZ,五洲医疗,1282.5,4599,33,301234,41.58,2.2878228782287815
000707.SZ,双环科技,1279.5,4603,33,000707,6.19,0.16181229773463876
603135.SH,中重科技,1279.5,4601,17,603135,9.13,0.5506607929515497
688252.SH,天德钰,1279.5,4600,17,688252,21.75,1.77819372952737
301208.SZ,中亦科技,1278.5,4604,33,301208,36.25,0.9749303621169957
002293.SZ,罗莱生活,1277.5,4606,33,002293,9.86,0.921187308085976
688696.SH,极米科技,1277.5,4605,17,688696,106.12,1.37562094000764
301317.SZ,鑫磊股份,1276.5,4607,33,301317,32.74,-0.45606567345697346
002039.SZ,黔源电力,1275.5,4608,33,002039,18.35,-0.27173913043476716
300388.SZ,节能国祯,1275.0,4609,33,300388,8.28,1.0989010989010972
301003.SZ,江苏博云,1274.0,4610,33,301003,40.07,2.219387755102034
300881.SZ,盛德鑫泰,1273.0,4612,33,300881,34.15,1.7580452920142917
920249.BJ,利尔达,1273.0,4611,151,920249,13.48,0.5970149253731348
001202.SZ,炬申股份,1272.5,4613,33,001202,15.59,0.12845215157353612
920139.BJ,华岭股份,1270.0,4614,151,920139,21.22,0.5210800568450944
300532.SZ,今天国际,1269.0,4616,33,300532,11.8,0.9409751924722088
300956.SZ,英力股份,1269.0,4615,33,300956,16.37,1.9937694704049862
605001.SH,威奥股份,1267.5,4618,17,605001,7.3,0.6896551724137907
920489.BJ,佳先股份,1267.5,4617,151,920489,18.7,-1.5789473684210564
002873.SZ,新天药业,1266.0,4620,33,002873,10.06,0.19920318725100947
301057.SZ,汇隆新材,1266.0,4619,33,301057,29.98,-0.13324450366422103
300991.SZ,创益通,1261.5,4622,33,300991,38.8,-0.2827036751477755
301633.SZ,港迪技术,1261.5,4621,33,301633,66.88,0.10477473432119919
601528.SH,瑞丰银行,1261.0,4625,17,601528,5.54,-0.7168458781362014
688273.SH,麦澜德,1261.0,4623,17,688273,36.03,1.4358108108108052
688155.SH,先惠技术,1261.0,4624,17,688155,59.95,2.216538789428822
600386.SH,北巴传媒,1260.5,4626,17,600386,4.37,0.6912442396313422
603519.SH,立霸股份,1259.5,4628,17,603519,12.0,0.755667506297228
688277.SH,天智航,1259.5,4627,17,688277,14.59,0.20604395604395165
002399.SZ,海普瑞,1258.5,4631,33,002399,11.88,1.0204081632653146
300501.SZ,海顺新材,1258.5,4630,33,300501,15.14,0.7318695941450513
301173.SZ,毓恬冠佳,1258.5,4629,33,301173,45.59,0.5070546737213492
000504.SZ,*ST生物,1257.5,4633,33,000504,9.0,2.2727272727272645
600648.SH,外高桥,1257.5,4632,17,600648,10.06,0.39920159680639644
688272.SH,富吉瑞,1252.5,4634,17,688272,29.06,1.078260869565213
600834.SH,申通地铁,1252.0,4635,17,600834,8.31,0.24125452352233234
300515.SZ,三德科技,1251.0,4636,33,300515,19.73,1.2833675564681724
601999.SH,出版传媒,1249.0,4637,17,601999,6.79,-0.14705882352940863
002875.SZ,安奈儿,1248.0,4639,33,002875,15.78,-0.1265822784810212
688095.SH,福昕软件,1248.0,4638,17,688095,85.78,0.6807511737089181
300404.SZ,博济医药,1245.0,4640,33,300404,9.52,0.31612223393044636
601963.SH,重庆银行,1244.0,4641,17,601963,10.96,0.45829514207150057
300643.SZ,万通智控,1241.0,4642,33,300643,18.99,1.118210862619794
688004.SH,博汇科技,1240.5,4643,17,688004,23.58,-2.5217031831335386
301160.SZ,翔楼新材,1240.0,4644,33,301160,64.51,-0.43216545763235237
605098.SH,行动教育,1238.5,4646,17,605098,41.78,0.0478927203065209
920304.BJ,迪尔化工,1238.5,4645,151,920304,13.85,-0.35971223021583243
603170.SH,宝立食品,1237.5,4647,17,603170,14.5,-0.6168608636052081
688092.SH,爱科科技,1237.0,4648,17,688092,24.54,3.1525851197982346
603860.SH,中公高科,1236.5,4649,17,603860,29.99,0.8406186953597848
600020.SH,中原高速,1236.0,4650,17,600020,4.31,0.9367681498829049
603335.SH,迪生力,1235.5,4651,17,603335,5.62,0.3571428571428654
301185.SZ,鸥玛软件,1234.0,4653,33,301185,18.8,0.912506709608168
605218.SH,伟时电子,1234.0,4652,17,605218,18.6,1.3623978201634876
300664.SZ,鹏鹞环保,1233.5,4654,33,300664,5.42,0.7434944237918223
300313.SZ,*ST天山,1232.0,4655,33,300313,8.35,1.458080194410683
603828.SH,ST柯利达,1231.5,4656,22,603828,8.02,0.12484394506866152
603116.SH,红蜻蜓,1230.0,4657,17,603116,5.78,0.6968641114982584
000548.SZ,湖南投资,1228.0,4659,33,000548,5.55,0.18050541516245103
002672.SZ,东江环保,1228.0,4658,33,002672,4.83,-0.20661157024792948
688029.SH,南微医学,1227.5,4660,17,688029,84.25,1.4937959282014153
603937.SH,丽岛新材,1227.0,4661,17,603937,11.99,1.096121416526145
301097.SZ,天益医疗,1225.5,4662,33,301097,54.87,0.4761032777879473
301178.SZ,天亿马,1224.0,4664,33,301178,48.17,1.3678451178451148
920821.BJ,则成电子,1224.0,4663,151,920821,27.68,0.8378870673952656
301380.SZ,挖金客,1223.0,4665,33,301380,31.63,2.362459546925568
301131.SZ,聚赛龙,1222.5,4666,33,301131,46.12,1.585903083700438
002762.SZ,*ST金比,1222.0,4668,33,002762,7.08,-0.14104372355429884
603615.SH,茶花股份,1222.0,4667,17,603615,22.94,1.4146772767462434
603006.SH,联明股份,1221.0,4669,17,603006,13.01,1.6406249999999927
001210.SZ,金房能源,1220.5,4670,33,001210,17.0,1.6138673042438707
600608.SH,*ST沪科,1219.5,4671,22,600608,3.51,-1.6806722689075646
920579.BJ,机科股份,1217.0,4672,151,920579,24.75,-0.48250904704463604
002259.SZ,升达林业,1216.5,4673,33,002259,3.82,-0.26109660574413135
000929.SZ,*ST兰黄,1216.0,4677,33,000929,9.02,1.920903954802259
300214.SZ,日科化学,1216.0,4676,33,300214,6.84,0.8849557522123835
688087.SH,英科再生,1216.0,4675,17,688087,31.99,0.09386733416770207
688289.SH,圣湘生物,1216.0,4674,17,688289,19.13,0.05230125523011511
605183.SH,确成股份,1212.5,4678,17,605183,19.48,0.9326424870466307
300927.SZ,江天化学,1212.0,4680,33,300927,23.64,0.12706480304956008
301367.SZ,瑞迈特,1212.0,4679,33,301367,82.5,1.8392791013455065
002656.SZ,*ST摩登,1211.0,4682,33,002656,2.75,-0.36231884057970243
603330.SH,天洋新材,1211.0,4681,17,603330,7.44,-0.5347593582887705
301502.SZ,华阳智能,1210.0,4683,33,301502,44.19,2.267993520018507
300025.SZ,华星创业,1209.0,4685,33,300025,5.77,1.2280701754385859
920037.BJ,广信科技,1209.0,4684,151,920037,88.0,-0.8562415502478651
000910.SZ,大亚圣象,1207.0,4688,33,000910,7.45,0.4043126684636152
600731.SH,湖南海利,1207.0,4687,17,600731,6.9,-0.1447178002894325
603558.SH,健盛集团,1207.0,4686,17,603558,11.38,0.26431718061675014
300610.SZ,晨化股份,1205.5,4689,33,300610,11.93,-0.5833333333333357
301446.SZ,福事特,1204.5,4691,33,301446,31.53,-0.31615554852987
688717.SH,艾罗能源,1204.5,4690,17,688717,64.32,0.5785770132916189
688366.SH,昊海生科,1203.5,4692,17,688366,44.33,0.18079096045197354
000926.SZ,福星股份,1203.0,4694,33,000926,2.32,0.0
600780.SH,通宝能源,1203.0,4693,17,600780,5.76,0.3484320557491215
688070.SH,纵横股份,1201.5,4695,17,688070,52.22,2.7952755905511846
300942.SZ,易瑞生物,1201.0,4696,33,300942,9.55,0.7383966244725768
301310.SZ,鑫宏业,1200.5,4697,33,301310,44.38,-0.4932735426008943
002999.SZ,天禾股份,1199.5,4699,33,002999,6.78,-0.14727540500736064
603908.SH,牧高笛,1199.5,4698,17,603908,23.41,0.34290612944707183
300572.SZ,安车检测,1198.5,4700,33,300572,28.3,0.49715909090909294
688639.SH,华恒生物,1198.0,4701,17,688639,34.68,1.3146362839614458
002963.SZ,豪尔赛,1197.5,4702,33,002963,14.71,0.0
000931.SZ,中关村,1196.0,4703,33,000931,4.95,0.40567951318459355
300796.SZ,贝斯美,1195.0,4704,33,300796,8.62,0.7009345794392373
688185.SH,康希诺,1194.5,4705,17,688185,63.87,0.630219001102881
301512.SZ,智信精密,1193.5,4706,33,301512,43.24,0.9101516919486594
688337.SH,普源精电,1192.0,4707,17,688337,37.05,1.036269430051801
603701.SH,德宏股份,1190.5,4709,17,603701,20.36,0.7920792079207928
688665.SH,四方光电,1190.5,4708,17,688665,49.75,1.8215309046254617
603076.SH,乐惠国际,1187.0,4710,17,603076,24.1,0.3748438150770506
688201.SH,信安世纪,1186.0,4711,17,688201,13.02,1.6393442622950747
920592.BJ,华信永道,1185.0,4712,151,920592,40.08,0.2752064048036013
300405.SZ,科隆股份,1183.0,4713,33,300405,6.61,-0.45180722891565306
603326.SH,我乐家居,1182.5,4714,17,603326,9.07,1.454138702460859
688179.SH,阿拉丁,1181.0,4715,17,688179,12.83,1.825396825396829
920415.BJ,恒拓开源,1180.5,4716,151,920415,14.74,-0.3380662609871463
300932.SZ,三友联众,1180.0,4718,33,300932,12.46,0.8906882591093216
603096.SH,新经典,1180.0,4717,17,603096,17.52,-0.9049773755656116
300988.SZ,津荣天宇,1178.0,4719,33,300988,22.72,0.7538802660753798
688176.SH,亚虹医药,1177.5,4720,17,688176,11.01,-0.2717391304347768
688287.SH,*ST观典,1176.5,4721,22,688287,6.31,0.6379585326953754
600229.SH,城市传媒,1174.0,4723,17,600229,6.46,0.7800312012480471
600983.SH,惠而浦,1174.0,4722,17,600983,9.65,1.153039832285128
688678.SH,福立旺,1172.0,4724,17,688678,23.57,2.167316861725184
920179.BJ,凯德石英,1171.0,4725,151,920179,36.1,0.8943543879262166
688485.SH,九州一轨,1170.5,4726,17,688485,17.47,-2.347680268306326
603488.SH,展鹏科技,1169.5,4727,17,603488,7.85,1.6839378238341955
601811.SH,新华文轩,1168.5,4728,17,601811,13.46,0.0
603810.SH,丰山集团,1167.5,4729,17,603810,16.39,0.6138735420503464
600847.SH,万里股份,1164.5,4731,17,600847,11.67,1.1265164644714107
603661.SH,恒林股份,1164.5,4730,17,603661,32.16,-1.0461538461538566
301206.SZ,三元生物,1164.0,4732,33,301206,26.99,0.7089552238805885
300798.SZ,锦鸡股份,1161.5,4734,33,300798,7.11,0.8510638297872412
603387.SH,基蛋生物,1161.5,4733,17,603387,8.25,-0.12106537530266086
603237.SH,五芳斋,1158.5,4735,17,603237,16.78,0.2389486260454164
688112.SH,鼎阳科技,1157.5,4736,17,688112,37.79,1.1238961734011286
300452.SZ,山河药辅,1154.5,4737,33,300452,13.51,0.9715994020926682
688283.SH,坤恒顺维,1153.0,4738,17,688283,34.23,2.546434991012565
601886.SH,江河集团,1151.5,4739,17,601886,7.92,0.3802281368821325
301070.SZ,开勒股份,1149.5,4740,33,301070,60.38,1.8384213189408052
001259.SZ,利仁科技,1148.0,4742,33,001259,29.82,1.0847457627118653
600708.SH,光明地产,1148.0,4741,17,600708,3.16,0.0
001914.SZ,招商积余,1145.5,4743,33,001914,11.05,0.2722323049001918
601199.SH,江南水务,1145.0,4744,17,601199,5.68,0.5309734513274222
300050.SZ,世纪鼎利,1144.5,4745,33,300050,5.41,1.1214953271028132
002541.SZ,鸿路钢构,1144.0,4746,33,002541,16.53,-0.1811594202898405
603365.SH,水星家纺,1142.0,4747,17,603365,19.97,-0.5478087649402362
688588.SH,凌志软件,1140.0,4748,17,688588,14.38,1.410437235543026
603706.SH,东方环宇,1139.5,4749,17,603706,19.56,0.7209062821833008
688133.SH,泰坦科技,1137.5,4750,17,688133,22.08,2.459396751740128
600689.SH,上海三毛,1137.0,4751,17,600689,13.46,-0.5908419497784217
603329.SH,上海雅仕,1136.5,4752,17,603329,11.15,0.36003600360036836
600084.SH,中信尼雅,1135.0,4753,17,600084,5.38,0.18621973929236102
301552.SZ,科力装备,1134.5,4754,33,301552,38.01,0.7421150278293166
603656.SH,泰禾智能,1134.0,4755,17,603656,21.81,0.5996309963099585
301020.SZ,密封科技,1130.0,4757,33,301020,21.97,0.3654636820465888
600671.SH,天目药业,1130.0,4756,17,600671,17.17,1.11896348645466
600987.SH,航民股份,1129.5,4758,17,600987,7.05,-0.28288543140028943
300519.SZ,新光药业,1128.5,4759,33,300519,15.35,-0.06510416666666528
300865.SZ,大宏立,1127.0,4760,33,300865,27.04,1.6541353383458561
688151.SH,华强科技,1126.0,4761,17,688151,20.02,2.194997447677385
003008.SZ,开普检测,1124.0,4762,33,003008,22.25,1.0445049954586758
000153.SZ,丰原药业,1119.5,4763,33,000153,6.41,-0.1557632398753861
688653.SH,康希通信,1118.5,4764,17,688653,12.3,1.90555095277548
920047.BJ,诺思兰德,1117.5,4765,151,920047,23.99,-1.3974517057131108
002932.SZ,明德生物,1117.0,4766,33,002932,17.81,0.8493771234428006
301177.SZ,迪阿股份,1114.0,4767,33,301177,28.91,-0.8573388203017832
300074.SZ,华平股份,1113.5,4768,33,300074,4.65,1.086956521739146
603725.SH,天安新材,1111.5,4769,17,603725,9.49,0.21119324181625737
603685.SH,晨丰科技,1111.0,4770,17,603685,19.6,-0.9100101112234565
301096.SZ,百诚医药,1108.5,4771,33,301096,54.2,0.4820170559881445
688279.SH,峰岹科技,1108.0,4772,17,688279,184.68,-0.09196645929131052
688152.SH,麒麟信安,1107.5,4773,17,688152,40.71,0.49370525796100434
300305.SZ,裕兴股份,1106.0,4775,33,300305,5.95,0.16835016835016475
300834.SZ,星辉环材,1106.0,4774,33,300834,21.86,0.5982512655315186
920402.BJ,硅烷科技,1105.0,4776,151,920402,10.73,1.4177693761814778
688351.SH,微电生理,1104.5,4777,17,688351,23.6,0.8116189662537432
