股票代码,股票简称,最新价,最新涨跌幅,涨停[20260210],首次涨停时间[20260210],最终涨停时间[20260210],涨停明细数据[20260210],连续涨停天数[20260210],涨停原因类别[20260210],涨停封单量[20260210],涨停封单额[20260210],涨停封单量占成交量比[20260210],涨停封单量占流通a股比[20260210],涨停开板次数[20260210],a股市值(不含限售股)[20260210],几天几板[20260210],涨停类型[20260210],market_code,code
601599.SH,浙文影业,5.64,9.941520467836254,涨停, 09:36:15, 09:39:00,"[{""code"":""601599.SH"",""time"":1770687375091,""openTime"":1770687405091,""duration"":30000,""updatedTime"":1770687405091,""firstVol"":8.15123E7,""highestVol"":8.64186E7,""firstVolDivLTGB"":0.07023637936664089,""firstVolDivVol"":1.0470336169103167,""highestVolDivLTGB"":0.07446397137528928,""highestVolDivVol"":1.0486828756850164},{""code"":""601599.SH"",""time"":1770687420091,""openTime"":1770687465091,""duration"":45000,""updatedTime"":1770687465091,""firstVol"":6.89751E7,""highestVol"":6.89751E7,""firstVolDivLTGB"":0.05943350010307637,""firstVolDivVol"":0.7015525021602904,""highestVolDivLTGB"":0.05943350010307637,""highestVolDivVol"":0.7015525021602904},{""code"":""601599.SH"",""time"":1770687540091,""openTime"":null,""duration"":13843373,""updatedTime"":1770706800000,""firstVol"":7.43911E7,""highestVol"":9.404208E7,""firstVolDivLTGB"":0.06410028328364822,""firstVolDivVol"":0.5600951275772277,""highestVolDivLTGB"":0.08103286506831474,""highestVolDivVol"":0.6704322873732603}]",1,AI影视+短剧+浙江国资,22392978,126296395.91999999,13.746261793341052,1.9295268296402424,2,6545459434.92,首板涨停,放量涨停,17,601599
601869.SH,长飞光纤,211.48,10.002600780234065,涨停, 09:58:15, 13:00:08,"[{""code"":""601869.SH"",""time"":1770688695183,""openTime"":1770693113227,""duration"":4418044,""updatedTime"":1770693113227,""firstVol"":1251600.0,""highestVol"":1873590.0,""firstVolDivLTGB"":0.0030801919407481716,""firstVolDivVol"":0.12840979509424516,""highestVolDivLTGB"":0.004610911487908571,""highestVolDivVol"":0.19085294486158097},{""code"":""601869.SH"",""time"":1770699608268,""openTime"":null,""duration"":7191732,""updatedTime"":1770706800000,""firstVol"":2622780.0,""highestVol"":2622780.0,""firstVolDivLTGB"":0.006454670676218832,""firstVolDivVol"":0.1876590414991659,""highestVolDivLTGB"":0.006454670676218832,""highestVolDivVol"":0.1876590414991659}]",2,空芯光纤+算力网络+光纤光缆,732046,154813088.07999998,4.702894970332187,0.1801567744852138,1,85932426644.72,2天2板,缩量涨停,17,601869
603000.SH,人民网,26.27,10.008375209380237,涨停, 09:30:15, 09:30:15,"[{""code"":""603000.SH"",""time"":1770687015090,""openTime"":null,""duration"":14368374,""updatedTime"":1770706800000,""firstVol"":2540863.0,""highestVol"":5.7434731E7,""firstVolDivLTGB"":0.0022979863915983416,""firstVolDivVol"":0.28570733018809685,""highestVolDivLTGB"":0.05194464646189559,""highestVolDivVol"":4.030233382726466}]",1,AI安全+内容风控+央媒+国企,13314955,349783867.85,47.18729627927886,1.204220195844652,0,29046504041.12,首板涨停,缩量涨停,17,603000
603058.SH,永吉股份,13.53,9.999999999999988,涨停, 10:07:00, 10:07:00,"[{""code"":""603058.SH"",""time"":1770689220251,""openTime"":null,""duration"":12163213,""updatedTime"":1770706800000,""firstVol"":2.21311E7,""highestVol"":2.24817E7,""firstVolDivLTGB"":0.0535068934281997,""firstVolDivVol"":1.151268902656495,""highestVolDivLTGB"":0.05435454749130216,""highestVolDivVol"":1.164775017506571}]",1,拟收购半导体资产（已终止）+烟标酒盒+管制药品,4446500,60161145.0,18.1578235636157,1.0750410130020196,0,5596172078.31,首板涨停,放量涨停,17,603058
603103.SH,横店影视,40.41,9.989112683723446,涨停, 09:36:45, 09:36:45,"[{""code"":""603103.SH"",""time"":1770687405091,""openTime"":null,""duration"":13978373,""updatedTime"":1770706800000,""firstVol"":111103.0,""highestVol"":3537560.0,""firstVolDivLTGB"":1.7518606117943866E-4,""firstVolDivVol"":0.006780981611829375,""highestVolDivLTGB"":0.005577988016398612,""highestVolDivVol"":0.1903048645670994}]",2,春节档+AI漫剧+影视院线,2342780,94671739.8,12.445978689506093,0.36940712708924633,0,25628022000.0,9天7板,放量涨停,17,603103
603115.SH,海星股份,25.43,9.991349480968854,涨停, 09:53:00, 09:53:00,"[{""code"":""603115.SH"",""time"":1770688380179,""openTime"":null,""duration"":13003285,""updatedTime"":1770706800000,""firstVol"":1.96716E7,""highestVol"":1.96716E7,""firstVolDivLTGB"":0.08132443453729457,""firstVolDivVol"":3.2734170896081203,""highestVolDivLTGB"":0.08132443453729457,""highestVolDivVol"":3.2734170896081203}]",1,AI服务器+储能+电极箔+股权激励,6241500,158721345.0,79.23299565846598,2.580300830458753,0,6151272872.0,首板涨停,缩量涨停,17,603115
603268.SH,*ST松发,89.67,4.999999999999995,涨停, 11:08:23, 11:08:23,"[{""code"":""603268.SH"",""time"":1770692903226,""openTime"":null,""duration"":8480238,""updatedTime"":1770706800000,""firstVol"":376320.0,""highestVol"":448300.0,""firstVolDivLTGB"":0.0030307130293600326,""firstVolDivVol"":0.08049832295160518,""highestVolDivLTGB"":0.0036104077674907063,""highestVolDivVol"":0.0938242976258246}]",1,VLCC大单+船舶制造+业绩预增,109200,9791964.0,2.0484422834503873,0.08794479772696523,0,11134216296.0,首板涨停,放量涨停,22,603268
603301.SH,振德医疗,88.76,10.001239310943124,涨停, 09:58:15, 09:58:15,"[{""code"":""603301.SH"",""time"":1770688695183,""openTime"":null,""duration"":12688281,""updatedTime"":1770706800000,""firstVol"":5700.0,""highestVol"":1245200.0,""firstVolDivLTGB"":2.144182868554424E-5,""firstVolDivVol"":0.0011598805852065575,""highestVolDivLTGB"":0.004684099136708717,""highestVolDivVol"":0.23653671647450117}]",2,注销回购+医疗器械+跨境电商+出口龙头,546080,48470060.800000004,8.031038209640863,0.2054202422561754,0,23595562086.6,2天2板,放量涨停,17,603301
603320.SH,迪贝电气,25.26,10.017421602787458,涨停, 10:01:30, 10:01:30,"[{""code"":""603320.SH"",""time"":1770688890217,""openTime"":null,""duration"":12493247,""updatedTime"":1770706800000,""firstVol"":1.3721082E7,""highestVol"":1.3721082E7,""firstVolDivLTGB"":0.09199752808993736,""firstVolDivVol"":3.0705220012853998,""highestVolDivLTGB"":0.09199752808993736,""highestVolDivVol"":3.0705220012853998}]",1,压缩机电机+空气能热泵+出口增长,4288549,108328747.74000001,75.76967131161749,2.8753993824435478,0,3767433087.78,首板涨停,缩量涨停,17,603320
603466.SH,风语筑,10.96,10.04016064257028,涨停, 09:32:15, 09:32:15,"[{""code"":""603466.SH"",""time"":1770687135090,""openTime"":null,""duration"":14248374,""updatedTime"":1770706800000,""firstVol"":2.0610424E7,""highestVol"":3.1902297E7,""firstVolDivLTGB"":0.03465182997181378,""firstVolDivVol"":0.5166104643976863,""highestVolDivLTGB"":0.05363659531479337,""highestVolDivVol"":0.7396740474947838}]",2,文生视频+豆包合作+数字体验+人形机器人,12728509,139504458.64000002,25.912298114361253,2.1400148277527014,0,6518854768.24,2天2板,放量涨停,17,603466
603533.SH,掌阅科技,28.26,10.003892565200466,涨停, 09:30:00, 09:30:00,"[{""code"":""603533.SH"",""time"":1770687000000,""openTime"":null,""duration"":14383464,""updatedTime"":1770706800000,""firstVol"":1.500374E8,""highestVol"":1.500374E8,""firstVolDivLTGB"":0.34185117785139646,""firstVolDivVol"":245.80176933158586,""highestVolDivLTGB"":0.34185117785139646,""highestVolDivVol"":245.80176933158586}]",2,AI短剧+数字阅读+海外扩张,29557083,835283165.58,1012.743218559289,6.734403313708107,0,12403224557.1,2天2板,一字涨停||缩量涨停,17,603533
603598.SH,引力传媒,31.3,10.017574692442887,涨停, 11:21:38, 11:21:38,"[{""code"":""603598.SH"",""time"":1770693698231,""openTime"":null,""duration"":7685233,""updatedTime"":1770706800000,""firstVol"":1.75808E7,""highestVol"":1.75808E7,""firstVolDivLTGB"":0.06529232211344378,""firstVolDivVol"":0.25978087756045587,""highestVolDivLTGB"":0.06529232211344378,""highestVolDivVol"":0.25978087756045587}]",2,AI营销+短剧出海+业绩预增,1713770,53641001.0,2.335002602841818,0.6364671850448019,0,8427928770.0,2天2板,放量涨停,17,603598
603721.SH,*ST天择,22.19,5.016564126833896,涨停, 10:27:30, 14:10:42,"[{""code"":""603721.SH"",""time"":1770690450260,""openTime"":1770691030962,""duration"":580702,""updatedTime"":1770691030962,""firstVol"":905100.0,""highestVol"":939300.0,""firstVolDivLTGB"":0.006962307692307692,""firstVolDivVol"":0.418775736825059,""highestVolDivLTGB"":0.007225384615384615,""highestVolDivVol"":0.43379670253544544},{""code"":""603721.SH"",""time"":1770693698231,""openTime"":1770703587658,""duration"":4472891,""updatedTime"":1770703587658,""firstVol"":441400.0,""highestVol"":820200.0,""firstVolDivLTGB"":0.003395384615384615,""firstVolDivVol"":0.11028961643500183,""highestVolDivLTGB"":0.006309230769230769,""highestVolDivVol"":0.19742020271555075},{""code"":""603721.SH"",""time"":1770703632658,""openTime"":1770703647658,""duration"":15000,""updatedTime"":1770703647658,""firstVol"":3100.0,""highestVol"":3100.0,""firstVolDivLTGB"":2.3846153846153846E-5,""firstVolDivVol"":6.310663800403883E-4,""highestVolDivLTGB"":2.3846153846153846E-5,""highestVolDivVol"":6.310663800403883E-4},{""code"":""603721.SH"",""time"":1770703842658,""openTime"":null,""duration"":2957342,""updatedTime"":1770706800000,""firstVol"":7900.0,""highestVol"":322700.0,""firstVolDivLTGB"":6.076923076923077E-5,""firstVolDivVol"":0.0015698212788280788,""highestVolDivLTGB"":0.0024823076923076925,""highestVolDivVol"":0.06318753402179744}]",1,AI微短剧+扭亏为盈+长沙国资,251300,5576347.0,4.836300932234051,0.1933076923076923,3,2884700000.0,首板涨停,放量涨停,22,603721
603729.SH,龙韵股份,21.6,9.979633401222,涨停, 09:30:00, 09:30:00,"[{""code"":""603729.SH"",""time"":1770687000000,""openTime"":null,""duration"":14383464,""updatedTime"":1770706800000,""firstVol"":1.0358301E7,""highestVol"":1.0730701E7,""firstVolDivLTGB"":0.11097624761619061,""firstVolDivVol"":19.03053468773597,""highestVolDivLTGB"":0.11496604812616512,""highestVolDivVol"":18.196912323066513}]",2,拟收购愚恒影业58%股权+影视内容+复牌,6624201,143082741.60000002,643.6268399017099,7.0970033641175085,0,2016100800.0,2天2板,一字涨停||缩量涨停,17,603729
603888.SH,新华网,27.23,10.020202020202023,涨停, 09:54:00, 11:23:23,"[{""code"":""603888.SH"",""time"":1770688440179,""openTime"":1770689055250,""duration"":615071,""updatedTime"":1770689055250,""firstVol"":2.80136E7,""highestVol"":2.833057E7,""firstVolDivLTGB"":0.04151773432802159,""firstVolDivVol"":0.7946544358372198,""highestVolDivLTGB"":0.041987501735636215,""highestVolDivVol"":0.7965367291075544},{""code"":""603888.SH"",""time"":1770693803231,""openTime"":null,""duration"":7580233,""updatedTime"":1770706800000,""firstVol"":1.5654257E7,""highestVol"":1.6217597E7,""firstVolDivLTGB"":0.02320049130524361,""firstVolDivVol"":0.24944733359933813,""highestVolDivLTGB"":0.02403539294074735,""highestVolDivVol"":0.2568415496270178}]",1,文化传媒+安全合规+国企改革,2201410,59944394.300000004,3.3052900450908638,0.32626137135908995,1,18373120314.64,首板涨停,放量涨停,17,603888
603960.SH,克来机电,24.55,9.9910394265233,涨停, 10:22:30, 10:39:10,"[{""code"":""603960.SH"",""time"":1770690150258,""openTime"":1770690615261,""duration"":465003,""updatedTime"":1770690615261,""firstVol"":1.50475E7,""highestVol"":1.50475E7,""firstVolDivLTGB"":0.0573898570507239,""firstVolDivVol"":0.8003369951953186,""highestVolDivLTGB"":0.0573898570507239,""highestVolDivVol"":0.8003369951953186},{""code"":""603960.SH"",""time"":1770691150965,""openTime"":null,""duration"":10232499,""updatedTime"":1770706800000,""firstVol"":1.4256E7,""highestVol"":1.4256E7,""firstVolDivLTGB"":0.054371144848986204,""firstVolDivVol"":0.5712894587356975,""highestVolDivLTGB"":0.054371144848986204,""highestVolDivVol"":0.5712894587356975}]",1,机器人+AI应用+汽车电子,1772574,43516691.7,6.464576456991793,0.6760443161444085,1,6436958445.0,首板涨停,放量涨停,17,603960
603968.SH,醋化股份,14.25,10.038610038610043,涨停, 11:20:23, 11:20:23,"[{""code"":""603968.SH"",""time"":1770693623231,""openTime"":null,""duration"":7760233,""updatedTime"":1770706800000,""firstVol"":1.2745567E7,""highestVol"":1.2745567E7,""firstVolDivLTGB"":0.06233160700312989,""firstVolDivVol"":1.0707291631050788,""highestVolDivLTGB"":0.06233160700312989,""highestVolDivVol"":1.0707291631050788}]",1,染料中间体+醋酸衍生物+食品防腐+亏损收窄,2311400,32937450.0,14.538356851183368,1.1303794992175273,0,2913840000.0,首板涨停,放量涨停,17,603968
603980.SH,吉华集团,7.93,9.986130374479885,涨停, 09:30:00, 09:30:00,"[{""code"":""603980.SH"",""time"":1770687000000,""openTime"":null,""duration"":14383464,""updatedTime"":1770706800000,""firstVol"":6.223253E7,""highestVol"":6.223253E7,""firstVolDivLTGB"":0.09194660558693502,""firstVolDivVol"":176.01190711881665,""highestVolDivLTGB"":0.09194660558693502,""highestVolDivVol"":176.01190711881665}]",2,控制权变更+染料涨价+宇树科技,28860791,228866072.63,537.9047710994632,4.264091090309142,0,5367288544.8,2天2板,一字涨停||缩量涨停,17,603980
603999.SH,读者传媒,8.87,10.049627791563259,涨停, 10:21:00, 10:21:00,"[{""code"":""603999.SH"",""time"":1770690060257,""openTime"":null,""duration"":11323207,""updatedTime"":1770706800000,""firstVol"":3.443238E7,""highestVol"":3.555938E7,""firstVolDivLTGB"":0.0597784375,""firstVolDivVol"":1.4280775816814906,""highestVolDivLTGB"":0.06173503472222222,""highestVolDivVol"":1.4293446272285815}]",1,AIGC+文创产品+直播电商+甘肃国资,5321960,47205785.199999996,17.374923200597216,0.923951388888889,0,5109120000.0,首板涨停,放量涨停,17,603999
605060.SH,联德股份,58.03,10.009478672985784,涨停, 10:12:15, 14:53:20,"[{""code"":""605060.SH"",""time"":1770689535255,""openTime"":1770706076411,""duration"":11124620,""updatedTime"":1770706076411,""firstVol"":2074600.0,""highestVol"":2743600.0,""firstVolDivLTGB"":0.008682499903741685,""firstVolDivVol"":0.29667233908678803,""highestVolDivLTGB"":0.01148236129176983,""highestVolDivVol"":0.39173579679312365},{""code"":""605060.SH"",""time"":1770706400119,""openTime"":null,""duration"":399881,""updatedTime"":1770706800000,""firstVol"":127000.0,""highestVol"":358000.0,""firstVolDivLTGB"":5.315132978767927E-4,""firstVolDivVol"":0.012740131413953954,""highestVolDivLTGB"":0.0014982815798416677,""highestVolDivVol"":0.035737816199812325}]",2,燃气轮机+AIDC+风电+精密零部件,157100,9116513.0,1.5592433054767056,0.06574861346176702,1,13865711412.0,2天2板,放量涨停,17,605060
605287.SH,德才股份,55.67,9.998024105907929,涨停, 09:30:00, 09:30:00,"[{""code"":""605287.SH"",""time"":1770687000000,""openTime"":null,""duration"":14383464,""updatedTime"":1770706800000,""firstVol"":1.519172E7,""highestVol"":1.519172E7,""firstVolDivLTGB"":0.10851228571428571,""firstVolDivVol"":72.10803113726979,""highestVolDivLTGB"":0.10851228571428571,""highestVolDivVol"":72.10803113726979}]",2,AI漫剧+城市更新+扭亏为盈,5451020,303458283.40000004,1333.4850041587163,3.893585714285714,0,7793800000.0,2天2板,一字涨停||缩量涨停,17,605287
